Sl.no,Vehicle Number,Country,Latt/lang,Coordinates,Latitude,Longitude,Population_Density,GDP_PPP
3869,DR3878,TOGO,"(6.493616,1.62567)","6.493616,1.62567",6.493616,1.62567,157,7497652.0
3870,DR3403,TOGO,"(6.207592,1.480493)","6.207592,1.480493",6.207592,1.480493,158,2834829.5
3871,DR3497,TOGO,"(6.250485,1.37544)","6.250485,1.37544",6.250485,1.37544,147,177282.81
3872,DR4593,Togo ,"(6.171802,1.295283)","6.171802,1.295283",6.171802,1.295283,223,8251214.0
3873,DM0095,TOGO ,"(8.326658,0.980797)","8.326658,0.980797",8.326658,0.980797,105,31469150.0
3874,DP6140,TOGO,"(6.95735,1.184017)","6.95735,1.184017",6.95735,1.184017,113,
3875,DR4582,TOGO,"(6.601417,1.108239)","6.601417,1.108239",6.601417,1.108239,129,2409200.8
3876,DP4503,TOGO,"(6.718928,1.288877)","6.718928,1.288877",6.718928,1.288877,135,
3877,DR3466,TOGO,"(6.282785,1.263737)","6.282785,1.263737",6.282785,1.263737,131,78788.38
3878,DR3425,TOGO,"(6.437048,1.266578)","6.437048,1.266578",6.437048,1.266578,129,179027.53
3879,DR1695,TOGO,"(6.322625,1.125468)","6.322625,1.125468",6.322625,1.125468,129,577871.25
3880,DR5620,TOGO,"(6.851302,1.250115)","6.851302,1.250115",6.851302,1.250115,113,
3881,DR1594,TOGO,"(6.378805,1.168335)","6.378805,1.168335",6.378805,1.168335,129,
3882,DR4572,TOGO,"(6.790318,0.791241)","6.790318,0.791241",6.790318,0.791241,128,70722.83
3883,DR1596,TOGO,"(6.302037,1.155365)","6.302037,1.155365",6.302037,1.155365,129,68668.82
3884,DR3852,TOGO,"(6.290149,1.30644)","6.290149,1.30644",6.290149,1.30644,147,739115.7
3885,DR3812,TOGO,"(6.950333,1.172732)","6.950333,1.172732",6.950333,1.172732,113,14262873.0
3886,DR9102,TOGO,"(7.002753,1.406238)","7.002753,1.406238",7.002753,1.406238,113,517542.2
3887,DS1945,TOGO,"(6.24602,1.226488)","6.24602,1.226488",6.24602,1.226488,131,127525.77
3888,DR1599,TOGO,"(6.297518,1.248718)","6.297518,1.248718",6.297518,1.248718,131,180352.36
3889,DR9242,TOGO,"(6.285092,1.287543)","6.285092,1.287543",6.285092,1.287543,131,16031.731
3890,DS0036,TOGO,"(6.954263,1.17334)","6.954263,1.17334",6.954263,1.17334,113,14262873.0
3891,DR5813,TOGO,"(6.949577,1.176033)","6.949577,1.176033",6.949577,1.176033,113,2819062.8
3892,DR0211,TOGO,"(6.391795,1.112201)","6.391795,1.112201",6.391795,1.112201,129,154642.7
3893,DS1973,TOGO,"(6.308127,1.145463)","6.308127,1.145463",6.308127,1.145463,129,68668.82
3894,DS1978,TOGO,"(6.368982,1.422382)","6.368982,1.422382",6.368982,1.422382,159,3791577.2
3895,DS1616,TOGO,"(7.767499,1.202092)","7.767499,1.202092",7.767499,1.202092,107,4662362.0
3896,DT0380,TOGO,"(6.378237,1.259503)","6.378237,1.259503",6.378237,1.259503,129,936068.75
3897,DR9152,TOGO,"(6.944865,1.153667)","6.944865,1.153667",6.944865,1.153667,113,1807616.2
3898,DS0060,TOGO,"(6.535482,1.012877)","6.535482,1.012877",6.535482,1.012877,129,57934.547
3899,DR3517,TOGO,"(6.496497,1.616942)","6.496497,1.616942",6.496497,1.616942,157,6516047.0
3900,DT0372,TOGO,"(6.37064,1.153512)","6.37064,1.153512",6.37064,1.153512,129,
3901,DR9111,TOGO,"(6.943775,1.15334)","6.943775,1.15334",6.943775,1.15334,113,1807616.2
3902,DR9212,TOGO,"(6.377254,1.171248)","6.377254,1.171248",6.377254,1.171248,129,
3903,DS1954,TOGO,"(7.505067,1.15513)","7.505067,1.15513",7.505067,1.15513,108,2684419.0
3904,DR0214,TOGO,"(6.394605,1.113665)","6.394605,1.113665",6.394605,1.113665,129,154642.7
3905,DT0427,TOGO,"(6.374645,1.209248)","6.374645,1.209248",6.374645,1.209248,129,134235.44
3906,DS1649,TOGO,"(6.356712,1.507448)","6.356712,1.507448",6.356712,1.507448,159,1151090.8
3907,DR1587,TOGO,"(6.210578,1.493807)","6.210578,1.493807",6.210578,1.493807,158,1288706.4
3908,DR4489,TOGO,"(6.325352,1.117802)","6.325352,1.117802",6.325352,1.117802,129,3682945.5
3909,DR9154,TOGO,"(6.469391,0.932819)","6.469391,0.932819",6.469391,0.932819,129,
3910,DS0055,TOGO,"(6.939222,1.187724)","6.939222,1.187724",6.939222,1.187724,113,
3911,DR4607,TOGO,"(6.530605,1.18928)","6.530605,1.18928",6.530605,1.18928,129,27538.059
3912,DR3885,TOGO,"(6.955964,1.163622)","6.955964,1.163622",6.955964,1.163622,113,5427754.0
3913,DR3868,Togo ,"(6.302716,1.115766)","6.302716,1.115766",6.302716,1.115766,129,
3914,DR1586,TOGO,"(6.370673,1.211373)","6.370673,1.211373",6.370673,1.211373,129,134235.44
3915,DR9134,TOGO,"(6.323398,1.203315)","6.323398,1.203315",6.323398,1.203315,129,
3916,DR4596,Togo ,"(6.283092,1.120187)","6.283092,1.120187",6.283092,1.120187,223,4834.811
3917,DR5440,TOGO,"(6.305767,1.131207)","6.305767,1.131207",6.305767,1.131207,129,
3918,DR4676,Togo ,"(6.341187,1.175257)","6.341187,1.175257",6.341187,1.175257,129,41741.37
3919,DL7287,TOGO ,"(6.60692,1.495938)","6.60692,1.495938",6.60692,1.495938,136,286062.2
3920,DR1790,TOGO,"(6.952426,1.167208)","6.952426,1.167208",6.952426,1.167208,113,14262873.0
3921,DR3420,TOGO,"(6.60527,1.508622)","6.60527,1.508622",6.60527,1.508622,136,1327814.2
3922,DS0034,TOGO,"(6.952953,1.17029)","6.952953,1.17029",6.952953,1.17029,113,14262873.0
3923,DP9448,TOGO,"(7.176785,1.167147)","7.176785,1.167147",7.176785,1.167147,113,1201532.5
3924,DR1672,TOGO,"(6.347915,1.185508)","6.347915,1.185508",6.347915,1.185508,129,
3925,DR3487,TOGO,"(6.306668,1.14206)","6.306668,1.14206",6.306668,1.14206,129,68668.82
3926,DM6836,TOGO,"(6.221713,1.498324)","6.221713,1.498324",6.221713,1.498324,158,877484.9
3927,DR3810,TOGO,"(6.947933,1.164137)","6.947933,1.164137",6.947933,1.164137,113,4078876.5
3928,DR0038,TOGO,"(6.27448,1.284698)","6.27448,1.284698",6.27448,1.284698,131,1758714.2
3929,DN0664,TOGO,"(6.269149,1.260467)","6.269149,1.260467",6.269149,1.260467,131,235745.89
3930,DR3433,TOGO,"(6.492133,1.63145)","6.492133,1.63145",6.492133,1.63145,157,7497652.0
3931,DL1896,TOGO,"(6.32348,1.206043)","6.32348,1.206043",6.32348,1.206043,129,
3932,DN5945,TOGO,"(6.976751,1.306347)","6.976751,1.306347",6.976751,1.306347,113,1458019.9
3933,DM7533,TOGO,"(6.235264,1.334741)","6.235264,1.334741",6.235264,1.334741,147,
3934,DL8884,TOGO ,"(6.494097,1.325277)","6.494097,1.325277",6.494097,1.325277,134,1074981.4
3935,DK0947,TOGO ,"(6.433688,1.239477)","6.433688,1.239477",6.433688,1.239477,129,
3936,DO7418,TOGO,"(6.902713,0.642311)","6.902713,0.642311",6.902713,0.642311,128,3126906.8
3937,DL5309,TOGO,"(6.295571,1.240921)","6.295571,1.240921",6.295571,1.240921,131,180352.36
3938,DL5424,TOGO,"(6.267866,1.266174)","6.267866,1.266174",6.267866,1.266174,131,235745.89
3939,DR6759,TOGO,"(6.496316,1.623336)","6.496316,1.623336",6.496316,1.623336,157,6516047.0
3940,DR0165,TOGO,"(6.497509,1.058762)","6.497509,1.058762",6.497509,1.058762,129,103303.516
3941,DK7305,TOGO,"(6.294582,1.28227)","6.294582,1.28227",6.294582,1.28227,131,83923.16
3942,DL0119,TOGO ,"(6.24404,1.228598)","6.24404,1.228598",6.24404,1.228598,131,127525.77
3943,DM3330,TOGO,"(6.28061,1.195637)","6.28061,1.195637",6.28061,1.195637,223,435683.94
3944,DM3175,TOGO,"(6.36746,1.41977)","6.36746,1.41977",6.36746,1.41977,159,3791577.2
3945,DL8576,TOGO ,"(6.257905,1.305565)","6.257905,1.305565",6.257905,1.305565,147,
3946,DM5559,TOGO,"(6.244008,1.228632)","6.244008,1.228632",6.244008,1.228632,131,127525.77
3947,DP5991,TOGO,"(6.343718,1.108496)","6.343718,1.108496",6.343718,1.108496,129,4757091.0
3948,DO6953,TOGO,"(6.303255,1.266715)","6.303255,1.266715",6.303255,1.266715,129,1147320.0
3949,DR9124,TOGO,"(6.865007,0.714987)","6.865007,0.714987",6.865007,0.714987,128,
3950,DO7439,TOGO,"(6.211578,1.491116)","6.211578,1.491116",6.211578,1.491116,158,1288706.4
3951,DL5792,TOGO ,"(6.27371,1.277798)","6.27371,1.277798",6.27371,1.277798,131,303934.25
3952,DP6243,TOGO,"(9.207103,1.201283)","9.207103,1.201283",9.207103,1.201283,114,52638.273
3953,DM6847,TOGO,"(6.447125,0.918221)","6.447125,0.918221",6.447125,0.918221,129,352025.44
3954,DR6712,TOGO,"(6.21357,1.530311)","6.21357,1.530311",6.21357,1.530311,158,1534261.4
3955,DP6211,TOGO,"(6.198532,1.41365)","6.198532,1.41365",6.198532,1.41365,255,2788100.2
3956,DN5948,TOGO,"(6.271864,1.252991)","6.271864,1.252991",6.271864,1.252991,131,995011.2
3957,DM7514,TOGO,"(6.288503,1.306304)","6.288503,1.306304",6.288503,1.306304,147,739115.7
3958,DS1972,TOGO,"(6.287822,1.141657)","6.287822,1.141657",6.287822,1.141657,223,280505.1
3959,DR6788,TOGO,"(6.443905,1.258341)","6.443905,1.258341",6.443905,1.258341,129,3609121.5
3960,DP5967,TOGO,"(6.168353,1.296312)","6.168353,1.296312",6.168353,1.296312,223,8251214.0
3961,DR9197,TOGO,"(7.017128,0.74726)","7.017128,0.74726",7.017128,0.74726,128,
3962,DR6735,TOGO,"(6.486632,1.636758)","6.486632,1.636758",6.486632,1.636758,157,3669102.5
3963,DS1599,TOGO,"(6.533618,1.365435)","6.533618,1.365435",6.533618,1.365435,136,7556225.0
3964,DS0153,TOGO,"(6.286868,1.143768)","6.286868,1.143768",6.286868,1.143768,223,719261.6
3965,DN0677,TOGO,"(6.4511,1.208107)","6.4511,1.208107",6.4511,1.208107,129,
3966,DS1946,TOGO,"(6.465848,1.203578)","6.465848,1.203578",6.465848,1.203578,129,17908.816
3967,DM7489,TOGO,"(6.237412,1.330053)","6.237412,1.330053",6.237412,1.330053,147,20008.885
3968,DP5980,TOGO,"(6.566795,1.02492)","6.566795,1.02492",6.566795,1.02492,129,161676.39
3969,DR7958,TOGO,"(7.747358,1.199723)","7.747358,1.199723",7.747358,1.199723,120,3367088.5
3970,DS0025,TOGO,"(6.94347,1.161041)","6.94347,1.161041",6.94347,1.161041,113,4078876.5
3971,DO7183,TOGO,"(6.369251,1.666356)","6.369251,1.666356",6.369251,1.666356,157,37557.125
3972,DM0329,TOGO ,"(6.194242,1.346593)","6.194242,1.346593",6.194242,1.346593,255,1803558.6
3973,DR5815,TOGO,"(6.710174,1.117439)","6.710174,1.117439",6.710174,1.117439,129,
3974,DS2028,TOGO,"(7.840449,1.189927)","7.840449,1.189927",7.840449,1.189927,107,
3975,DR5532,TOGO,"(6.342267,1.522631)","6.342267,1.522631",6.342267,1.522631,159,2110881.8
3976,DT0408,TOGO,"(6.745566,1.098955)","6.745566,1.098955",6.745566,1.098955,129,
3977,DN3068,TOGO,"(6.445971,1.258341)","6.445971,1.258341",6.445971,1.258341,129,3609121.5
3978,DM7471,TOGO,"(6.363456,1.157448)","6.363456,1.157448",6.363456,1.157448,129,14061.718
3979,DR3862,TOGO,"(6.989268,1.322037)","6.989268,1.322037",6.989268,1.322037,113,566945.94
3980,DP9498,TOGO,"(6.504115,1.107048)","6.504115,1.107048",6.504115,1.107048,129,
3981,DS7663,TOGO,"(9.56476,1.198097)","9.56476,1.198097",9.56476,1.198097,145,3755369.8
3982,DS2025,TOGO,"(6.4475,0.915592)","6.4475,0.915592",6.4475,0.915592,129,645987.5
3983,DR7341,TOGO,"(7.311406,1.162892)","7.311406,1.162892",7.311406,1.162892,107,2699321.0
3984,DM5601,TOGO,"(6.283379,1.244704)","6.283379,1.244704",6.283379,1.244704,131,469651.12
3985,DP0893,TOGO ,"(6.269263,1.265452)","6.269263,1.265452",6.269263,1.265452,131,235745.89
3986,DS8469,Togo ,"(6.28308,1.192833)","6.28308,1.192833",6.28308,1.192833,223,435683.94
3987,DL4252,TOGO ,"(6.313251,1.118397)","6.313251,1.118397",6.313251,1.118397,129,
3988,DM6851,TOGO,"(6.290991,1.187771)","6.290991,1.187771",6.290991,1.187771,223,77201.234
3989,DP0619,TOGO ,"(6.335067,1.11204)","6.335067,1.11204",6.335067,1.11204,129,249834.72
3990,DL5790,TOGO ,"(6.242877,1.231013)","6.242877,1.231013",6.242877,1.231013,131,127525.77
3991,DK9281,TOGO ,"(6.94963,1.169388)","6.94963,1.169388",6.94963,1.169388,113,6800038.5
3992,DP0679,TOGO ,"(6.265722,1.26314)","6.265722,1.26314",6.265722,1.26314,131,540005.0
3993,DS1595,TOGO,"(6.445595,1.54494)","6.445595,1.54494",6.445595,1.54494,159,451598.03
3994,DS0052,TOGO,"(6.653161,0.9981)","6.653161,0.9981",6.653161,0.9981,129,67402.53
3995,DL7300,TOGO ,"(7.461123,1.192698)","7.461123,1.192698",7.461123,1.192698,114,
3996,DR9191,TOGO,"(6.679922,1.480783)","6.679922,1.480783",6.679922,1.480783,136,1298029.2
3997,DR6840,TOGO,"(6.302015,1.234035)","6.302015,1.234035",6.302015,1.234035,129,620566.6
3998,DP9668,TOGO,"(6.43654,1.239432)","6.43654,1.239432",6.43654,1.239432,129,
3999,DL2962,TOGO,"(6.26458,1.255427)","6.26458,1.255427",6.26458,1.255427,131,70596.69
4000,DR6783,TOGO,"(6.336617,1.397687)","6.336617,1.397687",6.336617,1.397687,129,117432.83
4001,DS1646,TOGO,"(6.574002,1.338375)","6.574002,1.338375",6.574002,1.338375,136,
4002,DL9142,TOGO ,"(6.343578,1.248455)","6.343578,1.248455",6.343578,1.248455,129,199160.45
4003,DR6839,TOGO,"(6.277492,1.257483)","6.277492,1.257483",6.277492,1.257483,131,252962.39
4004,DM5367,TOGO,"(6.341631,1.522514)","6.341631,1.522514",6.341631,1.522514,159,3066029.5
4005,DO6066,TOGO,"(6.375683,1.475384)","6.375683,1.475384",6.375683,1.475384,159,239093.66
4006,DS0022,TOGO,"(7.796859,1.187716)","7.796859,1.187716",7.796859,1.187716,120,
4007,DR9220,TOGO,"(6.436118,1.268693)","6.436118,1.268693",6.436118,1.268693,129,866349.25
4008,DS0065,TOGO,"(6.452787,0.911477)","6.452787,0.911477",6.452787,0.911477,129,6547015.0
4009,DS1604,TOGO,"(7.761998,1.207867)","7.761998,1.207867",7.761998,1.207867,107,1650040.6
4010,DR5524,TOGO,"(6.60482,1.515234)","6.60482,1.515234",6.60482,1.515234,136,1327814.2
4011,DT0553,TOGO,"(6.277152,1.247973)","6.277152,1.247973",6.277152,1.247973,131,
4012,DR8399,TOGO,"(6.543273,1.363185)","6.543273,1.363185",6.543273,1.363185,136,247792.69
4013,DR5818,TOGO,"(6.930523,1.175677)","6.930523,1.175677",6.930523,1.175677,113,268224.25
4014,DS2125,TOGO,"(7.00273,1.400948)","7.00273,1.400948",7.00273,1.400948,113,517542.2
4015,DR8396,TOGO,"(6.957941,1.170736)","6.957941,1.170736",6.957941,1.170736,113,14262873.0
4016,DR6761,TOGO,"(6.337214,1.116657)","6.337214,1.116657",6.337214,1.116657,129,249834.72
4017,DR6694,TOGO,"(6.240185,1.30695)","6.240185,1.30695",6.240185,1.30695,147,59522.31
4018,DR9183,TOGO,"(6.333687,1.525939)","6.333687,1.525939",6.333687,1.525939,159,8033907.0
4019,DR4549,Togo ,"(6.521538,1.187615)","6.521538,1.187615",6.521538,1.187615,129,
4020,DS1625,TOGO,"(6.610047,1.50768)","6.610047,1.50768",6.610047,1.50768,136,159179.52
4021,DR9230,TOGO,"(6.930547,1.170827)","6.930547,1.170827",6.930547,1.170827,113,67041.04
4022,DL1837,TOGO ,"(6.240842,1.30519)","6.240842,1.30519",6.240842,1.30519,147,59522.31
4023,DL6924,TOGO ,"(8.279915,0.95802)","8.279915,0.95802",8.279915,0.95802,105,
4024,DO6918,TOGO,"(6.362128,1.670568)","6.362128,1.670568",6.362128,1.670568,157,15424.814
4025,DM0099,TOGO ,"(6.294919,1.131085)","6.294919,1.131085",6.294919,1.131085,223,4316.8716
4026,DT0428,TOGO,"(6.267842,1.259129)","6.267842,1.259129",6.267842,1.259129,131,235745.89
4027,DN0758,TOGO,"(6.223833,1.506851)","6.223833,1.506851",6.223833,1.506851,158,3111317.0
4028,DR6729,TOGO,"(6.615088,1.402457)","6.615088,1.402457",6.615088,1.402457,136,6748139.5
4029,DS2042,TOGO,"(7.76792,1.195198)","7.76792,1.195198",7.76792,1.195198,120,7022526.0
4030,DL5550,TOGO ,"(6.380482,1.246983)","6.380482,1.246983",6.380482,1.246983,129,
4031,DL3081,TOGO ,"(6.287807,1.136635)","6.287807,1.136635",6.287807,1.136635,223,280505.1
4032,DL4195,TOGO ,"(6.362802,1.156478)","6.362802,1.156478",6.362802,1.156478,129,14061.718
4033,DN3273,TOGO,"(6.357507,1.165333)","6.357507,1.165333",6.357507,1.165333,129,1429.0242
4034,DM3196,TOGO,"(6.200055,1.405573)","6.200055,1.405573",6.200055,1.405573,158,1542765.4
4035,DL7367,TOGO ,"(7.525875,1.130283)","7.525875,1.130283",7.525875,1.130283,108,10206232.0
4036,DM0318,TOGO ,"(6.300393,1.139883)","6.300393,1.139883",6.300393,1.139883,129,22039.795
4037,DL5551,TOGO ,"(6.313733,1.202152)","6.313733,1.202152",6.313733,1.202152,129,
4038,DM0341,TOGO ,"(6.423655,1.235597)","6.423655,1.235597",6.423655,1.235597,129,
4039,DP0882,TOGO ,"(7.767283,1.203557)","7.767283,1.203557",7.767283,1.203557,107,4662362.0
4040,DM3177,TOGO,"(6.24852,1.224325)","6.24852,1.224325",6.24852,1.224325,131,222455.84
4041,DL6892,TOGO ,"(6.3137,1.202177)","6.3137,1.202177",6.3137,1.202177,129,
4042,DM0067,TOGO ,"(6.265522,1.263817)","6.265522,1.263817",6.265522,1.263817,131,540005.0
4043,DL1871,TOGO ,"(6.331713,1.245202)","6.331713,1.245202",6.331713,1.245202,129,203169.86
4044,DL2841,TOGO,"(6.344232,1.11414)","6.344232,1.11414",6.344232,1.11414,129,4757091.0
4045,DO7444,TOGO,"(6.919609,0.646158)","6.919609,0.646158",6.919609,0.646158,128,427755.4
4046,DS1568,TOGO,"(6.95797,1.170765)","6.95797,1.170765",6.95797,1.170765,113,14262873.0
4047,DR9265,TOGO,"(6.794083,0.792475)","6.794083,0.792475",6.794083,0.792475,128,5501395.0
4048,DS1637,TOGO,"(6.817908,1.181193)","6.817908,1.181193",6.817908,1.181193,113,25630.684
4049,DS1653,TOGO,"(6.326452,1.206537)","6.326452,1.206537",6.326452,1.206537,129,27597.28
4050,DR6711,TOGO,"(6.250703,1.226175)","6.250703,1.226175",6.250703,1.226175,131,204566.39
4051,DS2036,TOGO,"(6.957998,1.17073)","6.957998,1.17073",6.957998,1.17073,113,14262873.0
4052,DR4475,TOGO,"(6.408149,1.111577)","6.408149,1.111577",6.408149,1.111577,129,448047.06
4053,DO7501,TOGO,"(6.306023,1.142507)","6.306023,1.142507",6.306023,1.142507,129,68668.82
4054,DR6702,TOGO,"(6.295555,1.302433)","6.295555,1.302433",6.295555,1.302433,147,117169.305
4055,DO9207,TOGO,"(6.242688,1.230326)","6.242688,1.230326",6.242688,1.230326,131,127525.77
4056,DR5812,TOGO,"(6.986652,1.3169)","6.986652,1.3169",6.986652,1.3169,113,566945.94
4057,DS1620,TOGO,"(7.995929,1.327137)","7.995929,1.327137",7.995929,1.327137,107,
4058,DR9286,TOGO,"(6.570215,1.197935)","6.570215,1.197935",6.570215,1.197935,129,
4059,DR6825,TOGO,"(6.321313,1.283592)","6.321313,1.283592",6.321313,1.283592,129,110275.63
4060,DR9236,TOGO,"(6.509623,0.978478)","6.509623,0.978478",6.509623,0.978478,129,1059861.1
4061,DS0041,TOGO,"(7.079915,1.208392)","7.079915,1.208392",7.079915,1.208392,113,525326.8
4062,DR7968,TOGO,"(6.936402,1.255122)","6.936402,1.255122",6.936402,1.255122,113,644709.9
4063,DR5519,TOGO,"(6.335165,1.524132)","6.335165,1.524132",6.335165,1.524132,159,3066029.5
4064,DR7954,TOGO,"(7.390564,0.87323)","7.390564,0.87323",7.390564,0.87323,123,7870369.5
4065,DR5621,TOGO,"(6.967157,1.300657)","6.967157,1.300657",6.967157,1.300657,113,2669794.2
4066,DT0429,TOGO,"(6.241242,1.225687)","6.241242,1.225687",6.241242,1.225687,131,226501.78
4067,DR4477,TOGO,"(6.354471,1.188988)","6.354471,1.188988",6.354471,1.188988,129,
4068,DS2033,TOGO,"(6.950327,1.172745)","6.950327,1.172745",6.950327,1.172745,113,14262873.0
4069,DS0193,TOGO,"(6.242658,1.310278)","6.242658,1.310278",6.242658,1.310278,147,436601.12
4070,DM0100,TOGO ,"(6.30976,1.312353)","6.30976,1.312353",6.30976,1.312353,129,
4071,DH6366,TOGO,"(7.772183,1.214875)","7.772183,1.214875",7.772183,1.214875,107,
4072,DO6919,TOGO,"(6.436583,1.49756)","6.436583,1.49756",6.436583,1.49756,159,1207236.5
4073,DR7977,TOGO,"(7.772175,1.198804)","7.772175,1.198804",7.772175,1.198804,120,7022526.0
4074,DR6832,TOGO,"(7.318438,1.169501)","7.318438,1.169501",7.318438,1.169501,107,2389220.0
4075,DP4601,TOGO,"(6.340542,1.117801)","6.340542,1.117801",6.340542,1.117801,129,98859.27
4076,DR5564,TOGO,"(6.266177,1.259218)","6.266177,1.259218",6.266177,1.259218,131,540005.0
4077,DR5503,TOGO,"(6.329225,1.54702)","6.329225,1.54702",6.329225,1.54702,159,377458.06
4078,DM0158,TOGO ,"(6.208228,1.484343)","6.208228,1.484343",6.208228,1.484343,158,1519800.1
4079,DR7950,TOGO,"(7.505006,1.161403)","7.505006,1.161403",7.505006,1.161403,108,241461.97
4080,DS2012,TOGO,"(6.405478,1.671475)","6.405478,1.671475",6.405478,1.671475,157,651734.9
4081,DR7368,TOGO,"(7.320075,1.168095)","7.320075,1.168095",7.320075,1.168095,107,2389220.0
4082,DP9510,TOGO,"(6.384943,1.440157)","6.384943,1.440157",6.384943,1.440157,159,4340536.5
4083,DO9093,TOGO,"(6.192212,1.334264)","6.192212,1.334264",6.192212,1.334264,255,1803558.6
4084,DR5535,TOGO,"(6.222895,1.359735)","6.222895,1.359735",6.222895,1.359735,147,
4085,DR4561,TOGO,"(6.546023,0.826533)","6.546023,0.826533",6.546023,0.826533,129,183406.56
4086,DR9105,TOGO,"(6.551935,0.865587)","6.551935,0.865587",6.551935,0.865587,129,
4087,DR5514,TOGO,"(6.49503,1.629545)","6.49503,1.629545",6.49503,1.629545,157,7497652.0
4088,DR4553,Togo ,"(6.317163,1.12228)","6.317163,1.12228",6.317163,1.12228,129,1636123.1
4089,DS0016,TOGO,"(6.948915,1.171233)","6.948915,1.171233",6.948915,1.171233,113,6800038.5
4090,DR5644,TOGO,"(6.858343,1.277647)","6.858343,1.277647",6.858343,1.277647,113,
4091,DR7951,TOGO,"(7.595688,1.073175)","7.595688,1.073175",7.595688,1.073175,123,
4092,DR5643,TOGO,"(6.955358,1.163067)","6.955358,1.163067",6.955358,1.163067,113,5427754.0
4093,DP6102,TOGO,"(6.443024,1.191513)","6.443024,1.191513",6.443024,1.191513,129,1021547.1
4094,DL0066,TOGO ,"(6.273198,1.289717)","6.273198,1.289717",6.273198,1.289717,131,1758714.2
4095,DR6681,TOGO,"(6.2003,1.45398)","6.2003,1.45398",6.2003,1.45398,158,711875.5
4096,DR5816,TOGO,"(6.344292,1.114158)","6.344292,1.114158",6.344292,1.114158,129,4757091.0
4097,DS1669,TOGO,"(6.930403,1.17569)","6.930403,1.17569",6.930403,1.17569,113,268224.25
4098,DR9179,TOGO,"(6.61862,0.848802)","6.61862,0.848802",6.61862,0.848802,128,540383.0
4099,DR4577,TOGO,"(6.798577,0.796303)","6.798577,0.796303",6.798577,0.796303,128,5501395.0
4100,DR1826,TOGO ,"(6.594805,1.455913)","6.594805,1.455913",6.594805,1.455913,136,
4101,DS1540,TOGO,"(6.539093,1.36012)","6.539093,1.36012",6.539093,1.36012,136,7556225.0
4102,DR0246,TOGO,"(6.356189,1.508313)","6.356189,1.508313",6.356189,1.508313,159,1151090.8
4103,DP9430,TOGO,"(6.457827,1.343298)","6.457827,1.343298",6.457827,1.343298,134,473920.22
4104,DR5501,TOGO,"(6.333204,1.572097)","6.333204,1.572097",6.333204,1.572097,159,115496.41
4105,DR6894,TOGO,"(7.309873,1.14942)","7.309873,1.14942",7.309873,1.14942,107,867617.4
4106,DO6923,TOGO,"(6.535077,1.357127)","6.535077,1.357127",6.535077,1.357127,136,
4107,DS2031,TOGO,"(6.94418,1.173298)","6.94418,1.173298",6.94418,1.173298,113,6800038.5
4108,DR9255,TOGO,"(6.433628,1.587935)","6.433628,1.587935",6.433628,1.587935,159,264527.88
4109,DR6805,TOGO,"(6.959236,1.166283)","6.959236,1.166283",6.959236,1.166283,113,2312367.2
4110,DS1959,TOGO,"(7.992993,1.322702)","7.992993,1.322702",7.992993,1.322702,107,
4111,DR8397,TOGO,"(6.960118,1.165937)","6.960118,1.165937",6.960118,1.165937,113,2312367.2
4112,DR4583,Togo ,"(6.21756,1.509664)","6.21756,1.509664",6.21756,1.509664,158,3856108.8
4113,DS7662,TOGO,"(7.32291,1.160776)","7.32291,1.160776",7.32291,1.160776,107,12845335.0
