Sl.no,Vehicle Number,Country,Latt/lang,Coordinates,Latitude,Longitude,Population_Density,GDP_PPP
267,DM5545,TOGO,"(6.297006,1.212688)","6.297006,1.212688",6.297006,1.212688,131,177735.53
268,DR9163,TOGO,"(6.297253,1.212827)","6.297253,1.212827",6.297253,1.212827,131,177735.53
269,DM7467,TOGO,"(6.296837,1.213073)","6.296837,1.213073",6.296837,1.213073,131,177735.53
270,DR7357,TOGO,"(6.297138,1.21267)","6.297138,1.21267",6.297138,1.21267,131,177735.53
271,DM3268,TOGO,"(6.297465,1.213047)","6.297465,1.213047",6.297465,1.213047,131,177735.53
272,DN0737,TOGO,"(6.297217,1.212751)","6.297217,1.212751",6.297217,1.212751,131,177735.53
273,DP6130,TOGO,"(6.297029,1.212831)","6.297029,1.212831",6.297029,1.212831,131,177735.53
274,DN3272,TOGO,"(6.297274,1.213118)","6.297274,1.213118",6.297274,1.213118,131,177735.53
275,DG5217 ,TOGO,"(6.297015,1.212797)","6.297015,1.212797",6.297015,1.212797,131,177735.53
276,DM3313,TOGO,"(6.297252,1.213302)","6.297252,1.213302",6.297252,1.213302,131,177735.53
277,DL1901,TOGO ,"(6.29734,1.212763)","6.29734,1.212763",6.29734,1.212763,131,177735.53
278,DM3211,TOGO,"(6.297538,1.213313)","6.297538,1.213313",6.297538,1.213313,131,177735.53
279,DL9108,TOGO ,"(6.29685,1.212945)","6.29685,1.212945",6.29685,1.212945,131,177735.53
280,DM5507,TOGO,"(6.296847,1.21283)","6.296847,1.21283",6.296847,1.21283,131,177735.53
281,DM7532,TOGO,"(6.297124,1.213046)","6.297124,1.213046",6.297124,1.213046,131,177735.53
282,DL5339,TOGO,"(6.297078,1.213002)","6.297078,1.213002",6.297078,1.213002,131,177735.53
283,DN5993,TOGO,"(6.297153,1.21308)","6.297153,1.21308",6.297153,1.21308,131,177735.53
284,DN3288,TOGO,"(6.296879,1.212664)","6.296879,1.212664",6.296879,1.212664,131,177735.53
285,DM6824,TOGO,"(6.297445,1.212719)","6.297445,1.212719",6.297445,1.212719,131,177735.53
286,DL0077,TOGO ,"(6.297578,1.212983)","6.297578,1.212983",6.297578,1.212983,131,177735.53
287,DK5192,TOGO ,"(6.297633,1.212928)","6.297633,1.212928",6.297633,1.212928,131,177735.53
288,DL5716,TOGO ,"(6.297478,1.212765)","6.297478,1.212765",6.297478,1.212765,131,177735.53
289,DL7281,TOGO ,"(6.29716,1.213013)","6.29716,1.213013",6.29716,1.213013,131,177735.53
290,DT0426,TOGO,"(6.297353,1.213223)","6.297353,1.213223",6.297353,1.213223,131,177735.53
291,DP9458,TOGO,"(6.297027,1.212947)","6.297027,1.212947",6.297027,1.212947,131,177735.53
292,DM3217,TOGO,"(6.297455,1.212919)","6.297455,1.212919",6.297455,1.212919,131,177735.53
293,DK1613,TOGO ,"(6.29714,1.212643)","6.29714,1.212643",6.29714,1.212643,131,177735.53
294,DM3277,TOGO,"(6.297625,1.213277)","6.297625,1.213277",6.297625,1.213277,131,177735.53
295,DP4616,TOGO,"(6.297368,1.212914)","6.297368,1.212914",6.297368,1.212914,131,177735.53
296,DR4591,Togo ,"(6.297172,1.212965)","6.297172,1.212965",6.297172,1.212965,131,177735.53
297,DM3213,TOGO,"(6.297264,1.212687)","6.297264,1.212687",6.297264,1.212687,131,177735.53
298,DL4996,TOGO,"(6.297392,1.212898)","6.297392,1.212898",6.297392,1.212898,131,177735.53
299,DL5421,TOGO,"(6.297111,1.212891)","6.297111,1.212891",6.297111,1.212891,131,177735.53
300,DO6075,TOGO,"(6.29701,1.212968)","6.29701,1.212968",6.29701,1.212968,131,177735.53
301,DR3775,TOGO,"(6.297469,1.212952)","6.297469,1.212952",6.297469,1.212952,131,177735.53
302,DN0633,TOGO,"(6.297023,1.213926)","6.297023,1.213926",6.297023,1.213926,131,177735.53
303,DR6755,TOGO,"(6.297316,1.213163)","6.297316,1.213163",6.297316,1.213163,131,177735.53
304,DN5996,TOGO,"(6.297022,1.212842)","6.297022,1.212842",6.297022,1.212842,131,177735.53
305,DO6970,TOGO,"(6.297237,1.212767)","6.297237,1.212767",6.297237,1.212767,131,177735.53
306,DR9266,TOGO,"(6.297114,1.21279)","6.297114,1.21279",6.297114,1.21279,131,177735.53
307,DR4699,Togo ,"(6.297091,1.213016)","6.297091,1.213016",6.297091,1.213016,131,177735.53
308,DR9276,TOGO,"(6.297205,1.212736)","6.297205,1.212736",6.297205,1.212736,131,177735.53
309,DR8394,TOGO,"(6.296985,1.212733)","6.296985,1.212733",6.296985,1.212733,131,177735.53
310,DP9590,TOGO,"(6.297055,1.212963)","6.297055,1.212963",6.297055,1.212963,131,177735.53
311,DM6823,TOGO,"(6.297116,1.212908)","6.297116,1.212908",6.297116,1.212908,131,177735.53
312,DO6993,TOGO,"(6.29725,1.21343)","6.29725,1.21343",6.29725,1.21343,131,177735.53
313,DO6995,TOGO,"(6.297145,1.212803)","6.297145,1.212803",6.297145,1.212803,131,177735.53
314,DM3218,TOGO,"(6.297362,1.21246)","6.297362,1.21246",6.297362,1.21246,131,177735.53
315,DT0552,TOGO,"(6.297525,1.213131)","6.297525,1.213131",6.297525,1.213131,131,177735.53
316,DT0411,TOGO,"(6.297388,1.21316)","6.297388,1.21316",6.297388,1.21316,131,177735.53
317,DS1695,TOGO,"(6.297405,1.213308)","6.297405,1.213308",6.297405,1.213308,131,177735.53
318,DO6074,TOGO,"(6.297272,1.213303)","6.297272,1.213303",6.297272,1.213303,131,177735.53
319,DO6084,TOGO,"(6.297462,1.213555)","6.297462,1.213555",6.297462,1.213555,131,177735.53
320,DR0167,TOGO,"(6.297276,1.213122)","6.297276,1.213122",6.297276,1.213122,131,177735.53
321,DO7024,TOGO,"(6.297309,1.213059)","6.297309,1.213059",6.297309,1.213059,131,177735.53
322,DR0063,TOGO,"(6.297273,1.21302)","6.297273,1.21302",6.297273,1.21302,131,177735.53
323,DP9504,TOGO,"(6.297248,1.212903)","6.297248,1.212903",6.297248,1.212903,131,177735.53
324,DL9075,TOGO ,"(6.29716,1.212832)","6.29716,1.212832",6.29716,1.212832,131,177735.53
325,DM5395,TOGO,"(6.297501,1.213339)","6.297501,1.213339",6.297501,1.213339,131,177735.53
326,DN0767,TOGO,"(6.297355,1.213277)","6.297355,1.213277",6.297355,1.213277,131,177735.53
327,DM5534,TOGO,"(6.296962,1.212994)","6.296962,1.212994",6.296962,1.212994,131,177735.53
328,DM5620,TOGO,"(6.297437,1.213205)","6.297437,1.213205",6.297437,1.213205,131,177735.53
329,DP0680,TOGO ,"(6.297568,1.212845)","6.297568,1.212845",6.297568,1.212845,131,177735.53
330,DM7478,TOGO,"(6.297371,1.212791)","6.297371,1.212791",6.297371,1.212791,131,177735.53
331,DN0640,TOGO,"(6.297295,1.213087)","6.297295,1.213087",6.297295,1.213087,131,177735.53
332,DL4937,TOGO,"(6.29729,1.212807)","6.29729,1.212807",6.29729,1.212807,131,177735.53
333,DM5549,TOGO,"(6.296654,1.213667)","6.296654,1.213667",6.296654,1.213667,131,177735.53
334,DP4555,TOGO,"(6.297092,1.212768)","6.297092,1.212768",6.297092,1.212768,131,177735.53
335,DK7306,TOGO ,"(6.296916,1.212503)","6.296916,1.212503",6.296916,1.212503,131,177735.53
336,DM7523,TOGO,"(6.297903,1.21381)","6.297903,1.21381",6.297903,1.21381,131,177735.53
337,DM3339,TOGO,"(6.296817,1.21299)","6.296817,1.21299",6.296817,1.21299,131,177735.53
338,DM7535,TOGO,"(6.297299,1.213149)","6.297299,1.213149",6.297299,1.213149,131,177735.53
339,DP0134,TOGO ,"(6.297032,1.212783)","6.297032,1.212783",6.297032,1.212783,131,177735.53
340,DT0438,TOGO,"(6.297446,1.213019)","6.297446,1.213019",6.297446,1.213019,131,177735.53
341,DR5471,TOGO,"(6.297052,1.213027)","6.297052,1.213027",6.297052,1.213027,131,177735.53
342,DS1543,TOGO,"(6.297125,1.21288)","6.297125,1.21288",6.297125,1.21288,131,177735.53
343,DP6207,TOGO,"(6.297058,1.212951)","6.297058,1.212951",6.297058,1.212951,131,177735.53
344,DN3067,TOGO,"(6.297639,1.213066)","6.297639,1.213066",6.297639,1.213066,131,177735.53
345,DT0591,TOGO,"(6.297509,1.212875)","6.297509,1.212875",6.297509,1.212875,131,177735.53
346,DP3452,TOGO,"(6.297275,1.213091)","6.297275,1.213091",6.297275,1.213091,131,177735.53
347,DT0597,TOGO,"(6.297389,1.213026)","6.297389,1.213026",6.297389,1.213026,131,177735.53
348,DT0592,TOGO,"(6.297565,1.213147)","6.297565,1.213147",6.297565,1.213147,131,177735.53
349,DM3203,TOGO,"(6.296956,1.213255)","6.296956,1.213255",6.296956,1.213255,131,177735.53
350,DP6169,TOGO,"(6.297676,1.212926)","6.297676,1.212926",6.297676,1.212926,131,177735.53
351,DP5944,TOGO,"(6.2974,1.21451)","6.2974,1.21451",6.2974,1.21451,131,177735.53
352,DS2116,TOGO,"(6.297204,1.212821)","6.297204,1.212821",6.297204,1.212821,131,177735.53
353,DR9173,TOGO,"(6.296945,1.21291)","6.296945,1.21291",6.296945,1.21291,131,177735.53
354,DL1833,TOGO ,"(6.297039,1.212843)","6.297039,1.212843",6.297039,1.212843,131,177735.53
355,DT0528,TOGO,"(6.297468,1.213034)","6.297468,1.213034",6.297468,1.213034,131,177735.53
356,DP3440,TOGO,"(6.297185,1.21265)","6.297185,1.21265",6.297185,1.21265,131,177735.53
357,DR5486,TOGO,"(6.297215,1.213207)","6.297215,1.213207",6.297215,1.213207,131,177735.53
358,DM5506,TOGO,"(6.297511,1.213123)","6.297511,1.213123",6.297511,1.213123,131,177735.53
359,DL7000,TOGO ,"(6.297057,1.212748)","6.297057,1.212748",6.297057,1.212748,131,177735.53
360,DN6000,TOGO,"(6.297304,1.213203)","6.297304,1.213203",6.297304,1.213203,131,177735.53
361,DR7956,TOGO,"(6.297234,1.212752)","6.297234,1.212752",6.297234,1.212752,131,177735.53
362,DO7011,TOGO,"(6.297098,1.212918)","6.297098,1.212918",6.297098,1.212918,131,177735.53
363,DT0526,TOGO,"(6.297454,1.212942)","6.297454,1.212942",6.297454,1.212942,131,177735.53
364,DT0442,TOGO,"(6.297392,1.21322)","6.297392,1.21322",6.297392,1.21322,131,177735.53
365,DO9274,TOGO,"(6.297019,1.212967)","6.297019,1.212967",6.297019,1.212967,131,177735.53
366,DP3546,TOGO,"(6.297233,1.213225)","6.297233,1.213225",6.297233,1.213225,131,177735.53
367,DT0573,TOGO,"(6.297503,1.213108)","6.297503,1.213108",6.297503,1.213108,131,177735.53
368,DR5528,TOGO,"(6.297247,1.213234)","6.297247,1.213234",6.297247,1.213234,131,177735.53
369,DP0890,TOGO ,"(6.297411,1.212788)","6.297411,1.212788",6.297411,1.212788,131,177735.53
370,DL4263,TOGO ,"(6.297019,1.212878)","6.297019,1.212878",6.297019,1.212878,131,177735.53
371,DS8472,Togo ,"(6.297027,1.212755)","6.297027,1.212755",6.297027,1.212755,131,177735.53
372,DP0687,TOGO ,"(6.297355,1.213362)","6.297355,1.213362",6.297355,1.213362,131,177735.53
373,DS8468,Togo ,"(6.297465,1.212728)","6.297465,1.212728",6.297465,1.212728,131,177735.53
374,DM5603,TOGO,"(6.296503,1.212972)","6.296503,1.212972",6.296503,1.212972,131,177735.53
375,DL4246,TOGO ,"(6.297407,1.212917)","6.297407,1.212917",6.297407,1.212917,131,177735.53
376,DL2965,TOGO,"(6.297435,1.213187)","6.297435,1.213187",6.297435,1.213187,131,177735.53
377,DM6825,TOGO,"(6.296401,1.21317)","6.296401,1.21317",6.296401,1.21317,131,177735.53
378,DL7360,TOGO ,"(6.297192,1.212905)","6.297192,1.212905",6.297192,1.212905,131,177735.53
379,DK1629,TOGO ,"(6.297583,1.212938)","6.297583,1.212938",6.297583,1.212938,131,177735.53
380,DP0887,TOGO ,"(6.297343,1.212932)","6.297343,1.212932",6.297343,1.212932,131,177735.53
381,DP0175,TOGO ,"(6.29722,1.212882)","6.29722,1.212882",6.29722,1.212882,131,177735.53
382,DK1617,TOGO ,"(6.297215,1.212908)","6.297215,1.212908",6.297215,1.212908,131,177735.53
383,DP8818,Togo ,"(6.297302,1.212732)","6.297302,1.212732",6.297302,1.212732,131,177735.53
384,DL4200,TOGO,"(6.297382,1.213393)","6.297382,1.213393",6.297382,1.213393,131,177735.53
385,DM0301,TOGO ,"(6.297463,1.213048)","6.297463,1.213048",6.297463,1.213048,131,177735.53
386,DL1945,TOGO ,"(6.297053,1.213213)","6.297053,1.213213",6.297053,1.213213,131,177735.53
387,DM0286,TOGO ,"(6.297313,1.212958)","6.297313,1.212958",6.297313,1.212958,131,177735.53
388,DN3402,TOGO,"(6.297222,1.213295)","6.297222,1.213295",6.297222,1.213295,131,177735.53
389,DM3181,TOGO,"(6.296872,1.213133)","6.296872,1.213133",6.296872,1.213133,131,177735.53
390,DL5077,TOGO,"(6.296731,1.213138)","6.296731,1.213138",6.296731,1.213138,131,177735.53
391,DM0211,TOGO ,"(6.297606,1.213068)","6.297606,1.213068",6.297606,1.213068,131,177735.53
392,DM0213,TOGO ,"(6.297545,1.212873)","6.297545,1.212873",6.297545,1.212873,131,177735.53
393,DL0121,TOGO ,"(6.297073,1.213)","6.297073,1.213",6.297073,1.213,131,177735.53
394,DL2884,TOGO,"(6.297713,1.213403)","6.297713,1.213403",6.297713,1.213403,131,177735.53
395,DL7001,TOGO ,"(6.297612,1.212915)","6.297612,1.212915",6.297612,1.212915,131,177735.53
396,DL6998,TOGO ,"(6.297512,1.213233)","6.297512,1.213233",6.297512,1.213233,131,177735.53
397,DS8474,Togo ,"(6.297162,1.212868)","6.297162,1.212868",6.297162,1.212868,131,177735.53
398,DL4258,TOGO ,"(6.297359,1.213315)","6.297359,1.213315",6.297359,1.213315,131,177735.53
399,DL3031,TOGO,"(6.297695,1.2127)","6.297695,1.2127",6.297695,1.2127,131,177735.53
400,DL0086,TOGO ,"(6.296817,1.213065)","6.296817,1.213065",6.296817,1.213065,131,177735.53
401,DM5598,TOGO,"(6.29701,1.212882)","6.29701,1.212882",6.29701,1.212882,131,177735.53
402,DM5602,TOGO,"(6.297445,1.213043)","6.297445,1.213043",6.297445,1.213043,131,177735.53
403,DK7295,TOGO ,"(6.297061,1.212993)","6.297061,1.212993",6.297061,1.212993,131,177735.53
404,DM3269,TOGO,"(6.297184,1.213368)","6.297184,1.213368",6.297184,1.213368,131,177735.53
405,DR6740,TOGO,"(6.167495,1.278483)","6.167495,1.278483",6.167495,1.278483,223,8243872.0
406,DM3182,TOGO,"(6.167528,1.278365)","6.167528,1.278365",6.167528,1.278365,223,8243872.0
407,DP3535,TOGO,"(6.167522,1.278423)","6.167522,1.278423",6.167522,1.278423,223,8243872.0
408,DT0564,TOGO,"(6.216897,1.248032)","6.216897,1.248032",6.216897,1.248032,131,2834595.5
409,DM3169,TOGO,"(6.216908,1.248073)","6.216908,1.248073",6.216908,1.248073,131,2834595.5
410,DL4259,TOGO ,"(6.164738,1.241742)","6.164738,1.241742",6.164738,1.241742,223,6857775.0
411,DR1601,TOGO,"(6.164764,1.24166)","6.164764,1.24166",6.164764,1.24166,223,8327811.5
412,DL4261,TOGO ,"(6.14878,1.214987)","6.14878,1.214987",6.14878,1.214987,223,11233663.0
413,DO6665,TOGO,"(6.14905,1.21751)","6.14905,1.21751",6.14905,1.21751,223,10791877.0
414,DL0122,TOGO ,"(6.149487,1.214732)","6.149487,1.214732",6.149487,1.214732,223,11233663.0
415,DM5637,TOGO,"(6.209934,1.197052)","6.209934,1.197052",6.209934,1.197052,223,4278608.0
416,DL5332,TOGO,"(6.208329,1.197711)","6.208329,1.197711",6.208329,1.197711,223,3413281.2
417,DR5549,TOGO,"(6.209159,1.1989)","6.209159,1.1989",6.209159,1.1989,223,4278608.0
418,DP4635,TOGO,"(6.208612,1.19807)","6.208612,1.19807",6.208612,1.19807,223,4278608.0
419,DR1605,TOGO,"(6.209072,1.199161)","6.209072,1.199161",6.209072,1.199161,223,4278608.0
420,DS2016,TOGO,"(6.210013,1.196855)","6.210013,1.196855",6.210013,1.196855,223,4278608.0
421,DP5960,TOGO,"(6.187158,1.207438)","6.187158,1.207438",6.187158,1.207438,223,4763339.0
422,DP9495,TOGO,"(6.187128,1.207113)","6.187128,1.207113",6.187128,1.207113,223,4763339.0
423,DR1610,TOGO,"(6.187342,1.207302)","6.187342,1.207302",6.187342,1.207302,223,4763339.0
424,DR6937,TOGO,"(6.187123,1.20733)","6.187123,1.20733",6.187123,1.20733,223,4763339.0
425,DO6079,TOGO,"(6.187117,1.207353)","6.187117,1.207353",6.187117,1.207353,223,4763339.0
426,DP3438,TOGO,"(6.187168,1.207152)","6.187168,1.207152",6.187168,1.207152,223,4763339.0
427,DP6199,TOGO,"(6.18714,1.20733)","6.18714,1.20733",6.18714,1.20733,223,4763339.0
428,DR5476,TOGO,"(6.1871,1.207148)","6.1871,1.207148",6.1871,1.207148,223,4763339.0
429,DP9267,TOGO,"(6.187088,1.207313)","6.187088,1.207313",6.187088,1.207313,223,4763339.0
430,DO7691,TOGO,"(6.18719,1.207375)","6.18719,1.207375",6.18719,1.207375,223,4763339.0
431,DL2822,TOGO ,"(6.18713,1.207372)","6.18713,1.207372",6.18713,1.207372,223,4763339.0
432,DM5432,TOGO,"(6.187141,1.20731)","6.187141,1.20731",6.187141,1.20731,223,4763339.0
433,DL2993,TOGO,"(6.18713,1.207315)","6.18713,1.207315",6.18713,1.207315,223,4763339.0
434,DM5619,TOGO,"(6.187129,1.207297)","6.187129,1.207297",6.187129,1.207297,223,4763339.0
435,DR1811,TOGO,"(6.17607,1.32008)","6.17607,1.32008",6.17607,1.32008,255,7971629.0
436,DP5953,TOGO,"(6.176687,1.319386)","6.176687,1.319386",6.176687,1.319386,255,7971629.0
437,DR0197,TOGO,"(6.132079,1.249114)","6.132079,1.249114",6.132079,1.249114,223,2645666.8
438,DL4162,TOGO ,"(6.132108,1.249295)","6.132108,1.249295",6.132108,1.249295,223,2645666.8
439,DR1798,TOGO,"(6.132048,1.249129)","6.132048,1.249129",6.132048,1.249129,223,2645666.8
440,DM3326,TOGO,"(6.131999,1.248938)","6.131999,1.248938",6.131999,1.248938,223,2645666.8
441,DO6959,TOGO,"(6.132061,1.248995)","6.132061,1.248995",6.132061,1.248995,223,2645666.8
442,DR4522,TOGO,"(6.131982,1.249242)","6.131982,1.249242",6.131982,1.249242,223,2645666.8
443,DM5436,TOGO,"(6.132086,1.249117)","6.132086,1.249117",6.132086,1.249117,223,2645666.8
444,DO9175,TOGO,"(6.132086,1.249013)","6.132086,1.249013",6.132086,1.249013,223,2645666.8
445,DO6989,TOGO,"(6.132062,1.249013)","6.132062,1.249013",6.132062,1.249013,223,2645666.8
446,DP0146,TOGO ,"(6.132098,1.249038)","6.132098,1.249038",6.132098,1.249038,223,2645666.8
447,DL4126,TOGO ,"(6.132063,1.249422)","6.132063,1.249422",6.132063,1.249422,223,2645666.8
448,DR5576,TOGO,"(6.132107,1.249032)","6.132107,1.249032",6.132107,1.249032,223,2645666.8
449,DP6173,TOGO,"(6.132097,1.24911)","6.132097,1.24911",6.132097,1.24911,223,2645666.8
450,DR3490,TOGO,"(6.132044,1.249084)","6.132044,1.249084",6.132044,1.249084,223,2645666.8
451,DR6676,TOGO,"(6.13211,1.249002)","6.13211,1.249002",6.13211,1.249002,223,2645666.8
452,DP4632,TOGO,"(6.13207,1.249023)","6.13207,1.249023",6.13207,1.249023,223,2645666.8
453,DP4567,TOGO,"(6.132088,1.248954)","6.132088,1.248954",6.132088,1.248954,223,2645666.8
454,DR9267,TOGO,"(6.268103,1.15135)","6.268103,1.15135",6.268103,1.15135,223,1759265.6
455,DP9193,TOGO,"(6.268535,1.151238)","6.268535,1.151238",6.268535,1.151238,223,1759265.6
456,DR9083,TOGO,"(6.266627,1.150472)","6.266627,1.150472",6.266627,1.150472,223,545384.25
457,DN3351,TOGO,"(6.161984,1.233053)","6.161984,1.233053",6.161984,1.233053,223,8700911.0
458,DP0163,TOGO ,"(6.257225,1.280295)","6.257225,1.280295",6.257225,1.280295,131,4809597.0
459,DL1947,TOGO ,"(6.2561,1.282042)","6.2561,1.282042",6.2561,1.282042,131,4809597.0
460,DP0675,TOGO,"(6.247458,1.269157)","6.247458,1.269157",6.247458,1.269157,131,512216.06
461,DR4557,TOGO,"(6.137058,1.227715)","6.137058,1.227715",6.137058,1.227715,223,8972599.0
462,DL5669,TOGO ,"(6.137043,1.227768)","6.137043,1.227768",6.137043,1.227768,223,8972599.0
463,DN0651,TOGO,"(6.136994,1.227816)","6.136994,1.227816",6.136994,1.227816,223,8972599.0
464,DN5968,TOGO,"(6.136977,1.227677)","6.136977,1.227677",6.136977,1.227677,223,8972599.0
465,DR4574,TOGO,"(6.136408,1.229087)","6.136408,1.229087",6.136408,1.229087,223,8972599.0
466,DR0150,TOGO,"(6.136411,1.228005)","6.136411,1.228005",6.136411,1.228005,223,8972599.0
467,DN5951,TOGO,"(6.136998,1.229082)","6.136998,1.229082",6.136998,1.229082,223,8972599.0
468,DR6886,TOGO,"(6.136117,1.229239)","6.136117,1.229239",6.136117,1.229239,223,8972599.0
469,DS1672,TOGO,"(6.137417,1.228958)","6.137417,1.228958",6.137417,1.228958,223,8972599.0
470,DR6687,TOGO,"(6.136503,1.22746)","6.136503,1.22746",6.136503,1.22746,223,8972599.0
471,DO6697,TOGO,"(6.138264,1.228003)","6.138264,1.228003",6.138264,1.228003,223,8972599.0
472,DL2999,TOGO,"(6.137094,1.22777)","6.137094,1.22777",6.137094,1.22777,223,8972599.0
473,DM7524,TOGO,"(6.13879,1.228263)","6.13879,1.228263",6.13879,1.228263,223,8972599.0
474,DS0121,TOGO,"(6.15749,1.19836)","6.15749,1.19836",6.15749,1.19836,193,9648100.0
475,DO9171,TOGO,"(6.156018,1.201133)","6.156018,1.201133",6.156018,1.201133,223,9648100.0
476,DR1657,TOGO,"(6.156023,1.201242)","6.156023,1.201242",6.156023,1.201242,223,9648100.0
477,DP4575,TOGO,"(6.156103,1.201142)","6.156103,1.201142",6.156103,1.201142,223,9648100.0
478,DL5707,TOGO ,"(6.155147,1.199975)","6.155147,1.199975",6.155147,1.199975,193,9648100.0
479,DR1624,TOGO ,"(6.15606,1.2011)","6.15606,1.2011",6.15606,1.2011,223,9648100.0
480,DL5436,TOGO,"(6.156122,1.201103)","6.156122,1.201103",6.156122,1.201103,223,9648100.0
481,DM0265,TOGO ,"(6.156024,1.201042)","6.156024,1.201042",6.156024,1.201042,223,9648100.0
482,DP4595,TOGO,"(6.156019,1.201283)","6.156019,1.201283",6.156019,1.201283,223,9648100.0
483,DN5944,TOGO,"(6.156124,1.201222)","6.156124,1.201222",6.156124,1.201222,223,9648100.0
484,DP0908,TOGO ,"(6.156086,1.201177)","6.156086,1.201177",6.156086,1.201177,223,9648100.0
485,DM3400,TOGO,"(6.155412,1.198343)","6.155412,1.198343",6.155412,1.198343,193,9648100.0
486,DR6697,TOGO,"(6.156028,1.201238)","6.156028,1.201238",6.156028,1.201238,223,9648100.0
487,DP3426,TOGO,"(6.155966,1.201283)","6.155966,1.201283",6.155966,1.201283,223,9648100.0
488,DO6688,TOGO,"(6.155987,1.201218)","6.155987,1.201218",6.155987,1.201218,223,9648100.0
489,DN5956,TOGO,"(6.156022,1.201172)","6.156022,1.201172",6.156022,1.201172,223,9648100.0
490,DN0680,TOGO,"(6.155987,1.201171)","6.155987,1.201171",6.155987,1.201171,223,9648100.0
491,DM7411,TOGO,"(6.156023,1.201143)","6.156023,1.201143",6.156023,1.201143,223,9648100.0
492,DR1746,TOGO,"(6.155971,1.201275)","6.155971,1.201275",6.155971,1.201275,223,9648100.0
493,DN5979,TOGO,"(6.156019,1.201237)","6.156019,1.201237",6.156019,1.201237,223,9648100.0
494,DM0293,TOGO ,"(6.156057,1.201145)","6.156057,1.201145",6.156057,1.201145,223,9648100.0
495,DO6062,TOGO,"(6.156092,1.201204)","6.156092,1.201204",6.156092,1.201204,223,9648100.0
496,DL5431,TOGO,"(6.156998,1.199738)","6.156998,1.199738",6.156998,1.199738,193,9648100.0
497,DM7412,TOGO,"(6.197924,1.178963)","6.197924,1.178963",6.197924,1.178963,193,4789100.0
498,DL5738,TOGO ,"(6.199113,1.179687)","6.199113,1.179687",6.199113,1.179687,193,4789100.0
499,DO6050,TOGO,"(6.198455,1.178903)","6.198455,1.178903",6.198455,1.178903,193,4789100.0
500,DP4585,TOGO,"(6.19643,1.178573)","6.19643,1.178573",6.19643,1.178573,193,4789100.0
501,DL4217,TOGO ,"(6.225393,1.204618)","6.225393,1.204618",6.225393,1.204618,131,4548336.0
502,DM7492,TOGO,"(6.14325,1.243713)","6.14325,1.243713",6.14325,1.243713,223,7205265.5
503,DO7000,TOGO,"(6.14241,1.2431)","6.14241,1.2431",6.14241,1.2431,223,7205265.5
504,DM0173,TOGO ,"(6.141893,1.244747)","6.141893,1.244747",6.141893,1.244747,223,7205265.5
505,DS0074,TOGO,"(6.276148,1.211216)","6.276148,1.211216",6.276148,1.211216,131,2187111.0
